,0,31,59,90,120,151,181,212,243,273,304,334
0,117.23,103.98,104.55,123.08,141.62,185.13,281.2,380.07,323.12,204.27,156.83,119.53
1,102.93,90.17,90.72,104.5,121.98,187.8,294.6,374.8,307.5,194.78,158.03,114.98
2,120.62,99.05,99.93,112.45,122.62,190.38,296.6,367.42,313.82,200.87,138.67,102.55
3,116.33,90.95,94.55,108.53,118.55,161.7,244.58,321.43,285.85,191.18,151.92,125.4
4,97.65,86.5,91.75,103.22,113.33,173.17,277.48,358.57,298.68,182.72,136.22,109.1
5,122.93,101.2,102.02,111.95,127.13,176.88,264.57,327.27,265.35,173.72,135.5,109.97
6,111.43,98.38,97.57,102.88,123.83,184.87,292.7,373.88,301.13,182.97,142.63,117.47
7,124.63,95.97,92.17,99.93,126.83,186.45,280.95,371.6,320.6,195.65,139.57,102.72
8,114.9,98.02,98.65,109.88,114.17,164.9,271.58,350.43,292.57,183.83,145.88,122.13
9,115.43,101.05,104.1,110.1,117.77,191.97,333.87,408.38,310.82,194.47,154.28,116.23
10,127.23,104.73,104.48,115.27,132.9,194.18,300.4,367.0,303.43,194.75,151.35,122.93
11,105.87,98.27,93.6,101.1,118.62,184.9,299.63,365.63,292.72,183.63,146.78,116.45
12,121.12,97.87,91.87,106.18,116.55,172.17,270.85,338.67,290.08,184.3,144.35,118.8
13,104.78,98.72,106.23,122.3,142.22,205.68,287.92,342.0,291.5,206.15,164.85,116.73
14,112.02,95.3,101.07,112.17,109.43,161.48,276.92,364.32,303.93,191.1,143.33,116.63
15,115.87,98.1,93.13,102.97,116.9,189.65,296.22,364.9,306.57,190.58,139.0,108.73
16,111.42,94.72,98.27,120.52,137.07,191.07,279.3,337.0,295.33,217.3,177.97,136.58
17,114.68,98.28,94.42,108.92,131.88,187.22,265.22,316.27,275.75,189.75,140.68,106.65
18,98.98,88.67,93.38,106.57,121.82,172.52,279.85,369.2,295.25,175.47,139.83,111.73
19,97.77,93.15,88.6,96.55,120.48,175.23,263.52,338.2,289.47,183.08,130.4,95.12
20,122.2,104.85,111.98,130.63,137.7,185.28,302.73,383.0,312.3,200.4,154.28,117.82
21,107.57,93.95,95.3,109.25,125.08,170.58,265.63,337.55,274.75,176.3,145.5,107.48
22,112.45,91.8,92.32,111.63,125.53,195.27,342.12,439.92,342.8,189.0,137.27,112.77
23,112.77,96.3,97.42,112.62,133.55,188.9,309.58,400.58,320.72,194.07,133.83,98.85
24,117.13,96.55,98.47,115.13,132.83,203.52,311.67,379.55,302.85,185.45,136.65,97.98
25,114.37,105.33,111.83,131.47,148.48,201.62,282.0,335.48,288.35,196.67,156.75,122.0
26,110.85,103.43,104.1,117.83,131.07,176.37,256.85,322.2,286.95,202.65,155.92,113.17
27,108.62,92.12,96.25,105.7,118.43,180.83,283.48,351.82,292.42,191.47,151.48,115.05
